O(c1ccccc1)c2ccccc2,"floral,géranium,médicinal,métal,phénolé,rose,vert"
CCCCC\C(CO)=C/c1ccccc1,"cannelle,cire d'abeille,doux,épicé,floral,fruité,jasmin,rose,vert"
CCCCCC\C(C=O)=C/c1ccccc1,"agrume,cire d'abeille,doux,épicé,floral,fruité,herbe,jasmin,poudré,vert"
Cc1ccc(OC(=O)Cc2ccccc2)cc1,"animal,balsamique,fécal,floral,jacinthe,lys,miel,narcisse,phénolé,rose"
CCOC(=O)Cc1ccccc1,"anisé,balsamique,cacao,chocolat noir,doux,floral,levure,mélasse,miel,réglisse,rose"
CCOC(=O)C1CC2CC1C=C2,"melon,vert"
OCCC(=O)OCCc1ccccc1,"doux,rose"
CSCC=C,"ail,alliacé,oignon,soufré"
O=C(Cc1ccccc1)Cc2ccccc2,"cerise,doux,floral,miel,plastique,poudré,rose"
CC(C)COC(=O)Cc1ccccc1,"ambre gris,cacao,chocolat,cire d'abeille,doux,épicé,floral,fruité,miel"
O=C(Cc1ccccc1)OCc2ccccc2,"cacao,chocolat,crème,doux,floral,jasmin,miel,rose"
COc1ccc(COC(=O)Cc2ccccc2)cc1,"anisé,balsamique,boisé,médicinal,miel,poudré,réglisse"
CC(C)CCOC(=O)Cc1ccccc1,"animal,balsamique,cacao,castoréum,chocolat,doux,floral,fruit sec,miel,phénolé,rose"
O=C(Cc1ccccc1)OCCc2ccccc2,"balsamique,cacao,doux,floral,foin,gras,miel,poudré,rose,vert"
CC(C)=CCC/C(C)=C/COC(=O)Cc1ccccc1,"géranium,miel"
CCCN(CCC)CCC,sans odeur
CC(=O)OCC(COC(C)=O)OC(C)=O,"crème,huile"
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\COC(C)=O,"balsamique,fruité"
CC(C)CC(CC(C)C)OC(C)=O,"banane,floral,lilas,rhubarbe"
CCCCCCCC(=O)OCc1ccccc1,"ananas,fruité,gras,pêche"
CC(C)(O)CCc1ccccc1,"baie,floral,frais,fruité,huile,lys,magnolia,rose,vert,violette"
CC(=O)OC(C)(C)CCc1ccccc1,"balsamique,doux,narcisse,vert"
CCCCC(CC)COC(C)=O,"herbe,humus"
COc1ccc(\C=C/C(=O)C(C)C)cc1,"beurre,fruité"
COC(=O)CCc1ccccc1,"balsamique,floral,fruité,vin"
COC(=O)\C=C\c1ccccc1,"balsamique,cerise,épicé,fraise,fruité,mangue,papaye"
CC(C)C(=O)OCc1ccccc1,"baie,boisé,doux,fruité,huile,poudré,rose"
CCOC(=O)\C=C\c1ccccc1,"baie,balsamique,cannelle,doux,épicé,fruité,poudré,prune,vert"
CCCC(=O)OCc1ccccc1,"abricot,ananas,cire d'abeille,doux,frais,fruité,jasmin,poire,pomme,prune"
CC(C)CC(=O)OCc1ccccc1,"ananas,balsamique,doux,fruit sec,fruité,herbe,moisi,pomme,poudré"
O=C(OCc1ccccc1)/C=C/c2ccccc2,"balsamique,cerise,doux,épicé,floral,fruité,poudré"
CC(=O)OCCc1ccccc1,"balsamique,cacao,doux,floral,fruité,levure,miel,rose,tabac,vert"
CC(C)C(=O)OCCc1ccccc1,"aldéhyde,balsamique,cire d'abeille,floral,fruité,levure,miel,pâtisserie,pêche,rose,thé"
C(OCc1ccccc1)c2ccccc2,"cerise,champignon,fruité,plastique,rose,terre"
CCCC(=O)OCCc1ccccc1,"doux,floral,fraise,fruité,levure,moisi,vert,vin"
O=C(OCCc1ccccc1)/C=C/c2ccccc2,"ambre gris,balsamique,floral,mimosa,mousse,rose"
CC(=O)OC\C=C\c1ccccc1,"balsamique,cannelle,doux,épicé,ester,floral,miel,poudré,rose"
CCC(=O)OC/C=C/c1ccccc1,"balsamique,cerise,cire d'abeille,doux,épicé,floral,fruité,raisin,vert"
CC(C)C(=O)OCCCc1ccccc1,"balsamique,confiture,doux,fermentaire,figue,fruité,miel,mûre,myrtille,raisin"
CC(C)C(=O)OC\C=C\c1ccccc1,"amande,ananas,cire d'abeille,doux,épicé,floral,fruité"
CC(C)C(=O)OCCOc1ccccc1,"cire d'abeille,doux,floral,fruité,miel,pomme,poudré,rose,vert"
CCCC(=O)OC/C=C/c1ccccc1,"balsamique,cognac,épicé,vin"
Br\C=C\c1ccccc1,jacinthe
OC(=O)Cc1ccccc1,"animal,chèvrefeuille,chocolat,cire d'abeille,civette,doux,floral,miel,poudré,rose,tabac"
CC(C)C(=O)Oc1ccc(C)cc1,"floral,fruité,lys,narcisse,phénolé,vert"
CC(C)c1ccc(cc1)C(C)CC=O,"cyclamen,frais,huile,moisi,phénolé,rhubarbe,vert"
CC(C)\C=C\C([O-])=O,"fruité,mûre,thé"
CC/C(C)=C/CCC(C)(O)C=C,"bergamote,herbe,lavande,vert"
CCCCC\C=C/CCO,"champignon,cire d'abeille,coriandre,épicé,graisse animale,gras,melon,vert"
CCOC(=O)C(O)CC(C)C,mûre
CCCCC(=O)OCc1ccccc1,"floral,pomme"
Cc1cccc(CC(C)(C)CO)c1,"muguet,vert"
Cc1ccc(CC=O)cc1,"cerise,doux,épicé,fruit à coque,fruité,lilas,narcisse,phénolé,vert"
COc1ccc(CCC(C)=O)cc1,"baie,boisé,cerise,doux,épicé,fleur d'acacia,floral,framboise,fruité,miel,poudré,rose,vanille,violette"
COc1ccc(COC(C)=O)cc1,"balsamique,cerise,coumarine,crème,doux,épicé,fève tonka,fruité,poudré,prune,réglisse,vanille"
CCC(=O)/C=C/c1ccc(OC)cc1,"amande,anisé,cerise,coumarine,crème,doux,fruité,héliotrope,poudré,vanille"
CCCc1ccc(OC)cc1,"anis,basilic,bière,doux,épicé,fenouil,herbe,réglisse"
COc1ccc(\C=C\C)cc1,"anis,médicinal,réglisse"
CCCCC1CCC(=O)O1,"abricot,cire d'abeille,coumarine,crème,doux,fève tonka,fruité,gras,grillé,lactique,lait frais,noix de coco,pêche,savon"
O=CCCc1ccccc1,"agrume,aldéhyde,balsamique,floral,fruité,melon,styrax,vert"
OC\C=C/c1ccccc1,"balsamique,cannelle,épicé,fermentaire,floral,jacinthe,levure,miel,poudré,vert"
O=C/C=C/c1ccccc1,"cannelle,épicé"
O=COCc1ccccc1,"amande,baie,canneberge,cerise,chimique,épicé,frais,fraise,fruité,thé"
CCCCC[C@H]1CCC(=O)O1,"beurre,cire d'abeille,crème,doux,gras,huile,lait frais,noix de coco,pêche"
O=COCCc1ccccc1,"banane verte,cresson,herbe,jacinthe,narcisse,phénolé,vert"
O=COCCCc1ccccc1,"cannelle,floral,jacinthe,miel"
O=COC\C=C\c1ccccc1,"balsamique,cannelle,épicé,floral,fruité,herbe,narcisse,vert,vin"
CCCCCCC[C@H]1CCC(=O)O1,"abricot,crème,fruit à coque,fruité,gras,noix de coco,noix de macadamia,pêche,vanille"
CCCCC(CC)CO,"doux,floral,frais,fruité,gras,huile,vert"
Cc1ccc(C=O)cc1,"amande amère,cannelle,cerise,doux,épicé,fruité,phénolé"
CCc1ccc(C)nc1,"beurre,céréale,pomme de terre,solvant,soufré,terre,vin"
COc1ccc(C)cc1,"boisé,camphre,frais,fruit à coque,menthé,naphtaline,narcisse,phénolé,poudré,ylang-ylang"
COc1cc(CC=C)ccc1OC(=O)Cc2ccccc2,"doux,miel,œillet"
CCCCC(=O)OC/C=C(C)/CCC=C(C)C,"ananas,fruité"
CC(C)=CCC/C(C)=C/COC(=O)C(C)=C(C)C,"fruité,herbe,rhum,rose"
CC(COC(C)=O)c1ccccc1,"jacinthe,lilas,terre,vert"
CC(=O)OC1CCC(CC1)C(C)(C)C,"floral,fruité,pin"
COc1ccc(cc1)C(=O)OCC(O)=O,sans odeur
CCC(C)(O)CCc1ccccc1,"anisé,baie,frais,fruité,groseille,lilas,narcisse,pivoine,terre,vert,ylang-ylang"
CC(CCc1ccccc1)OC(C)=O,fruité
CC1COC(O1)\C=C(C)\CCC=C(C)C,"agrume,citron,orange"
CC(C)C1CCC(C)CC1=O,sans odeur
N#C[C](=[C]1CC[CH2]CC1)c2ccccc2,"floral,frais,géranium,raisin"
CCCCC(=O)OC(C)(CCC=C(C)C)C=C,"abricot,agrume,lavande"
C/C=C(/C)C(=O)OCCC(C)C,"camomille,fruité"
CC1=CC[C@H](CC1)C(C)(C)O,floral
CC(CCOC(=O)c1ccccc1)CCC=C(C)C,rose
CC(CCOC(=O)/C=C/c1ccccc1)CCC=C(C)C,"doux,rose"
Oc1ccccc1C(=O)OCC=C,"ananas,banane"
CCCCCOc1ccc(\C=C\C)cc1OC,"balsamique,épicé,floral,œillet"
CCCCOc1ccc2ccccc2c1,"baie,floral,fraise,framboise,fruité"
CC(CCCC(C)=C)CCOC(=O)Cc1ccccc1,"cire d'abeille,doux,floral,géranium,miel,poudré,rose,vert"
CCCCCCCCCCCCC=O,"agrume,aldéhyde,cire d'abeille,doux,raisin,savon,zesté"
CC1CC(OC=O)C=C(C)C2CC(CC12)=C(C)C,"boisé,frais"
CCC(=O)OC1CC(C)C2CC(CC2C(=C1)C)=C(C)C,"boisé,cèdre"
OC1=CCCC1=O,caramel
CCOC(=O)CCCCCOC(C)=O,"anisé,balsamique,floral,frais,framboise,jasmin"
CC(C)COC(=O)CCc1occc1,"ananas,boisé,floral,vin"
COc1ccc(CO)cc1,"anis,aubépine,balsamique,cacao,cerise,coumarine,crème,doux,floral,jacinthe,lilas,poudré,réglisse,rose,vanille"
CCCC1CCC(=O)O1,"caramel,coumarine,crème,doux,fève tonka,foin,fruit à coque,fruité,graisse,lait frais,noix de coco,poudré,tabac"
CCOC(=O)CC,"ananas,doux,éther,fermentaire,fruité,pomme,raisin,rhum,vin"
CCC(C)CC(O)=O,"animal,frais,fromage,fruité,sueur,vert"
COC(=O)CC(C)=O,"agrume,fruité,vert"
CCC(C)OC(C)=O,"banane,fruité"
CCOC(=O)CC(=O)OCC,"ananas,doux,fruité,pomme,vert"
CCCC(=O)OCC,"ananas,cognac,doux,éther,frais,fruité,pomme"
CCOC(C)OCC,"crème,doux,fruit à coque,légume,terre,vert"
CCCOC(=O)CCC,"abricot,ananas,doux,éther,fruité,rance,solvant,sueur,vert"
Cc1ccc(O)c(C)c1,brûlé
CCC(=O)OCCC(C)C,"ananas,banane,doux,ester,frais,fruit exotique,fruité,melon,pomme,vert"
CC(=O)OCC(O)COC(C)=O,alcool
CCCCCC(=O)OCC(C)C,"ananas,doux,ester,fruité,pêche,pomme verte,vert"
CCCOC(C)OCCC,"asperge,chrysanthème,herbe,légume,radis,vert"
CC(CCOC=O)CCC=C(C)C,"abricot,agrume,baie,cire d'abeille,concombre,doux,floral,fruité,mandarine,pêche,pomme,prune,rose,vert"
CC(C)=CCC\C(C)=C\COC=O,"abricot,agrume,cire d'abeille,floral,fruité,pêche,pomme,rose,vert"
CC(=O)OC/C=C(C)/CCC=C(C)C,"agrume,cire d'abeille,floral,frais,herbe,huile,lavande,rhum,rose,savon,vert,vin"
CCC(=O)OCCC(C)CCCC(C)=C,"amande,géranium,verveine"
CCC(=O)OC/C=C(C)/CCC=C(C)C,"cire d'abeille,floral,frais,fruité,herbe,légume,miel,poudré,rose"
CCC(=O)OC\C=C(C)/CCC=C(C)C,"baie,cire d'abeille,confiture,doux,floral,fruité,poudré,vert"
O=C1CCCCCCCCCCCC(=O)OCCO1,"ambrette,boisé,doux,épicé,floral,musc,poudré,vanille"
CCCCOc1ccc(C)cc1,floral
CC(=O)OC1CCC2CCCCC2C1,"floral,fruité,herbe,poussière"
O=COC1CCC2CCCCC2C1,"boisé,floral,huile"
CCCCCCCCC#CC(=O)OCC,"cire d'abeille,réséda"
CCCCCC#CC(=O)OCC,"cire d'abeille,huile"
CCCCCC/C=C/C(C)=O,"cire d'abeille,frais,fruité,gras,jasmin,lait frais,poire,pomme,pomme verte,poulet,terre,vert"
OCCCCCc1ccccc1,"citron,œillet,rose,verveine"
CC(=O)O\C=C/c1ccccc1,"fruité,rhum"
CCCCCCCCC#CC(=O)OC,"cire d'abeille,floral,fruité,gras,huile,lait frais,poulet,suif,vert,violette"
CC(C)=CCC\C(C)=C/COC(=O)Cc1ccccc1,"chèvrefeuille,rose"
CCOC(=O)\C=C/C,"ananas,caramel,cognac,ester,fruité,rhum"
CC1(C)CCCCC(C)(C)C1(O)CC=C,"camphre,patchouli,racine,terre"
CCCCCC(=O)OCCC(C)CCC=C(C)C,"floral,fruité"
CCCCC(=O)OCC(C)C,"doux,fraise,fruité,pomme"
CC1CCC(C(C1)OC=O)C(C)=C,"tubéreuse,vert"
CC(=O)c1cc(C)oc1C,"cacao,cuir,fruit à coque,maïs,moisi,pain,poudré,terre"
O=C1CCCCCCCCCCCCCCO1,"animal,coumarine,crème,fruité,héliotrope,poudré,réglisse,tabac,vanille"
CCCCCCCCCCCC(=O)OCCCC,"cacahuète,cire d'abeille,crème,fermentaire,fruité,lactique,savon"
CC(C)CCCC(C)CCO,"agrume,aldéhyde,boisé,cire d'abeille,citron,citron vert,cuir,floral,frais,gras,moisi,orange,rose,savon,vert"
C[C@@H](CCO)CCC=C(C)C,"agrume,cire d'abeille,cuir,doux,floral,fruité,gras,rose,vert"
C[C@H](CCC=C(C)C)CC=O,"agrume,aldéhyde,cire d'abeille,citron,doux,floral,herbe,rose,vert"
CC(C)=CCC\C(C)=C\CO,"agrume,cire d'abeille,citronelle,doux,floral,fruité,géranium,pêche,rose"
CC(C)=CCC\C(C)=C/CO,"agrume,cire d'abeille,citron,citron vert,doux,épicé,floral,frais,fruité,magnolia,vert"
CC(C)=CCC\C(C)=C/C=O,"agrume,citron,zesté"
CCCC(=O)OCCC(C)C,"abricot,baie,banane,cire d'abeille,doux,ester,fruité,melon,poire,pomme,vert"
CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,"cire d'abeille,doux,floral,lys"
CCCC(=O)OC/C=C(C)/CCC=C(C)C,"abricot,cire d'abeille,doux,floral,frais,framboise,fruité,pêche,pomme,rose,vert"
CCCCCCC(=O)OCC,"ananas,baie,banane,cognac,doux,épicé,ester,fraise,fruité,huile,rhum,vert,vin"
CCCCCCCC(=O)OCC,"abricot,ananas,banane,brandy,champignon,cire d'abeille,cognac,crème,doux,fermentaire,fruité,graisse,gras,lactique,moisi,poire,vin"
CCCCCCCCCCCC(=O)OCC,"cire d'abeille,crème,doux,floral,fruité,lactique,rhum,savon"
CCCCC(=O)CC,"crème,doux,fromage,fruité,gras,moisi"
CCCOC(=O)CC,"ananas,chimique,doux,fruité,vert,vin"
Cc1ccc(O)cc1,"animal,fumée,mimosa,narcisse,phénolé"
COC(=O)CCC(=O)OC,"cire d'abeille,doux,floral,fruité,savon,vert"
CCCCCC(=O)CC,"beurre,champignon,doux,fermentaire,fromage,fruité,herbe,lavande,légume,moisi,terre,vert"
CCCCCC(=O)OC,"ananas,doux,éther,frais,fruité,gras"
CC(CCC=C(C)C)C=O,"chimique,cire d'abeille,concombre,doux,floral,huile,melon,ozone,pastèque,vert"
CCCCCCC(=O)OC,"baie,cire d'abeille,doux,floral,fruité,pomme,vert"
C=CC=O,cerise
CCCS,"doux,gaz,oignon"
OCC=C,sans odeur
OCC#C,sans odeur
COC=O,"ester,prune"
CC(CCO)CCCC(C)(C)O,"doux,floral,lys,pivoine,poudré,poussière,rose,vert"
CC(CCCC(C)(C)O)CC=O,"agrume,cire d'abeille,doux,floral,lys,melon,vert"
CC(C)=CC=O,"amande,cerise,doux,fruit à coque,fruité,vert"
CCCC(C)=O,"banane,boisé,doux,éther,fermentaire,fruité,vin"
CCCC(O)=O,"beurre,crème,fromage,fruité,lactique,sueur"
C/C=C/C(O)=O,sans odeur
CC(=O)c1[nH]ccc1,"cerfeuil,cerise,coumarine,doux,fruit à coque,fruité,moisi,moutarde,noix,pain,réglisse,thé,wasabi"
CC1(CCC(=O)O1)C=C,menthé
CCC(=O)c1[nH]ccc1,pop corn
CSc1ccccc1O,"ail,œuf,soufré"
COc1cc(C)ccc1C(C)C,"brûlé,café,fumée,moisi,terre,vert"
CCCCCC[C@@H]1CCC(=O)O1,"caramel,doux,fruité,noix de coco"
CC(=O)OCC1=CCC2CC1C2(C)C,"agrume,boisé,cèdre,doux,floral,frais,fruité,vert"
CC(C)CC(C)=O,"épicé,fruité,herbe,lactique,légume,solvant,vert"
CC(C)CC(C)O,sans odeur
CC(C)OC(C)=O,"banane,chimique,doux,éther,fruité,pomme"
CC(=C)OC(C)=O,"acétique,baie,choucroute,doux,éther,fruité,raisin,vert"
CC(=O)OC(C)=O,sans odeur
CC1CCC(=O)O1,"boisé,cacao,chocolat noir,coumarine,doux,fève tonka,noix de coco,tabac"
Cc1cccc(C)c1,sans odeur
Cc1cccc(O)c1,"boisé,cuir,phénolé,plastique"
Oc1cccc(O)c1,"aubépine,crème,moisi,phénolé,vanille"
Cc1ccnc(C)c1,"phénolé,vert"
Cc1cccc(C)n1,"boisé,cacao,café,fruit à coque,huile,légume,moisi,pain,poisson"
Cc1cncc(C)n1,"bœuf cuit,cacao,café,fruit à coque,moisi,pain,viande cuite"
CCOC(=O)CC(C)C,"ananas,doux,épicé,ester,fruité,métal,orange,pomme,vert"
CC(C)CC(O)CC(C)C,"éther,fermentaire,levure"
CC(C)CC(=O)CC(C)C,"agrume,ananas,banane,cognac,éther,fermentaire,fruité,métal,poire,vert"
CC(C)CC(C)OC(C)=O,"banane,doux,fruité"
Cc1ccccc1,sans odeur
OC1CCCCC1,"menthol,phénolé"
O=C1CCCCC1,acétone
Oc1ccccc1,"caoutchouc,plastique"
Sc1ccccc1,"alliacé,brûlé,caoutchouc,phénolé,soufré"
COc1cc(\C=C\C(C)=O)ccc1O,"balsamique,crème,doux,épicé,poudré,vanille"
CC(C)[C@@H]1CC[C@H](C)[C@@H]2C=C[C@H](C)C[C@@H]12,"boisé,camomille,épicé,herbe,patchouli,phénolé"
CC1CCCCN1,"crème,fruit de mer,salade verte"
Cc1ccccn1,sans odeur
Cc1cnccn1,"cacahuète,cacao,chocolat,fruit à coque,moisi,terre,vert"
CCCCCCCCOC(=O)C(C)C,"aldéhyde,cire d'abeille,crème,fruité,gras,savon,terre,vert"
CCCCOC(=O)CC(C)C,"ananas,doux,fruité,pêche,poire,pomme,vert"
CC(C)CC(=O)OCC\C(C)=C\CC=C(C)C,"ananas,doux,fruité,herbe,huile,melon,myrtille,pomme,rose,vert"
CCCCOC(=O)CCC,"ananas,banane,doux,frais,fruité,gras"
CCCCCCC(=O)OCCC(C)C,"banane verte,fruité,herbe"
O=C1CCCCCCCCCCCCCCCO1,"ambre gris,animal,balsamique,cire d'abeille,musc,papier,poudré"
CCCCOC(=O)CCCCCCCCC=C,"beurre,cire d'abeille,floral,fruité,gras,huile,savon,vin"
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,huile
CC(=O)CCC=C,floral
CCCCC(O)=O,"fromage,fruité,lactique,lait frais,rance,tabac"
CCCOC(C)=O,"banane,doux,ester,éther,framboise,fruité,miel,poire,solvant"
CCCCC,sans odeur
CCCCN,sans odeur
CCCCS,"ail,bœuf cuit,café,gras,légume,oignon,oignon cuit,soufré"
SCCCS,sans odeur
CCNCC,sans odeur
CCOC=O,"alcool,cognac,doux,éther,fermentaire,fruité,grain,rose,vert,vin"
CCON=O,"doux,fruité,rhum"
[nH]1cccc1,"éther,fruit à coque"
C1CCSC1,sans odeur
s1cccc1,ail
CC(C)COC(C)=O,"banane,doux,éther,fruité,pomme"
CCCCCCCCCCCCCC(=O)OCCCC,gras
CCCCCCCCCC(=O)OCC,"brandy,cire d'abeille,doux,fruité,huile,pomme,raisin"
CCCCCCCCOC(=O)CCC,"cire d'abeille,crème,doux,fruité,huile,jasmin,terre,vert"
CCOC(=O)CCCCCCCCC(=O)OCC,"cognac,coing,coriandre,fruité,melon,vin"
CCCCCCCCCC(C)C=O,"agrume,aldéhyde,ambre gris,cire d'abeille,coumarine,gaz,gras,métal,mousse,tubéreuse"
CCCCCCCCCC(=O)OC,"floral,fruité,gras,huile,vin"
CCCCCC(C)=O,"banane,boisé,cire d'abeille,crème,doux,épicé,fromage,fruité,herbe,noix de coco,vert"
CC(C)CCOC=O,"cassis,cire d'abeille,ester,éther,fruité,gras,pomme,terre,vert,vin"
CCCCCC,sans odeur
CCCCCN,sans odeur
CCCCC=O,"baie,cacao,chocolat,fermentaire,fruit à coque,fruité,malté,pain,vin"
CCCCCS,"gras,légume"
CCCOC=O,"absinthe,baie,doux,éther,fruité,rhum,vert"
CCSSCC,"ail,gaz,graisse animale,oignon"
c1ccncc1,sans odeur
C1CCNCC1,"animal,floral"
CC(C)=CCCC(C)=O,"banane,caoutchouc,champignon,citronelle,crème,fromage,fruité,haricot vert,légume,moisi,pomme,vert"
CC(=C)C12CC(CC1CO)C(=C2C)C,"boisé,frais,ozone"
CC/C=C/CC1=C(C)C(=O)CC1,"boisé,cire d'abeille,crème,épicé,floral,fruité,gras,vert"
CCC1OC=C(CO)C1=O,sans odeur
CCCCCCCC(=O)OC,"agrume,aldéhyde,cire d'abeille,doux,fruité,gras,herbe,légume,orange,vert"
CCCCCC#CC(=O)OC,"champignon,cire d'abeille,concombre,floral,fruité,gras,lactique,légume,melon,vert,violette"
CCCCCCC(C)=O,"boisé,champignon,cire d'abeille,essence,fromage,fromage bleu,herbe,lactique,levure,moisi,parmesan,terre"
CCCCCCC(O)=O,"ananas,cire d'abeille,fermentaire,fromage,fruité,gras,sueur"
CCCCCCN,poisson
CCCCCCO,"alcool,doux,éther,fruité,huile,pomme,vert"
C/C=C/C=C/CO,"amande,doux,fruit à coque,fruité,herbe,légume,massepain,moisi,vert,whisky"
CCCCCCS,"ail,alliacé,brûlé,caoutchouc,fruit à coque,gras,légume,soufré"
CCOCCCO,sans odeur
CCCSCCC,"alliacé,oignon"
CC(=O)OCCOC(C)=O,"ester,floral"
CCCCCCCCCCCCCCCCCC(=O)OCC,sans odeur
CCCCCCCC/C=C/CCCCCCCC(=O)OCC,"beurre,cire d'abeille,gras,huile,lactique,lait frais,suif"
CCCCCCCC,sans odeur
CCCCCCCO,"aldéhyde,banane,boisé,doux,fermentaire,fruit à coque,fruité,gras,herbe,huile,légume,moisi,pivoine,pomme,solvant,vert,violette"
CCCCCCC=O,"agrume,aldéhyde,cognac,coriandre,gras,herbe,huile,ozone,rance,trèfle,vert"
CCCCCC\C=C/C(=O)OC,"cire d'abeille,doux,fruité,huile,légume,melon,pastèque,poire,pomme,vert,violette"
CCCCCCC#CC(=O)OC,"concombre,fruité,melon,vert,violette"
COC(=O)CCCCCCCCC=C,"agrume,ananas,cire d'abeille,floral,gras,rose,terre"
CCCCCCCCCCCC(=O)OC,"champignon,cire d'abeille,crème,gras,noix de coco,savon"
CCCCCCCCC,sans odeur
CCCCCCCCO,"agrume,aldéhyde,brûlé,champignon,cire d'abeille,doux,floral,fruité,gras,métal,noix de coco,orange,rose,vert"
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(C)(O)C=C,"balsamique,rose"
OCC(=O)C(O)=O,chou
C\C=C(/C)C=O,"amande,anisé,éther,frais,fruit à coque,fruité,vert"
CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(C)=O,éther
CCCCCCCC(=O)OCCCCCC,"baie,cire d'abeille,ester,frais,fruité,huile,pomme,vert"
CCCCCCOC(=O)CCCC,"brandy,fruité,vert"
C[C@@H](CCO)CCC=C(C)C,"huile,rose"
COC(=O)c1ccccc1N=CC(C)Cc2ccc(OC)cc2,"anis,aubépine,épicé,floral,mimosa,poudré,vert"
CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C,"abricot,agrume,bergamote,fruité,lavande,pêche,pomme,prune,sauge"
CC(=O)OC(C)(C)CCCC(=C)C=C,"agrume,aldéhyde,bergamote,boisé,floral,herbe,lavande,noix de muscade,romarin"
